tabela,coluna,antes,depois,ocorrencias,motivo
endereco,logradouro,"R. Projetada, 3382","Rua Projetada, 3382",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3379","Rua Projetada, 3379",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3377","Rua Projetada, 3377",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3350","Rua Projetada, 3350",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3343","Rua Projetada, 3343",1,abreviação expandida
endereco,logradouro,"R. Projetada, 334","Rua Projetada, 334",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3339","Rua Projetada, 3339",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3338","Rua Projetada, 3338",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3336","Rua Projetada, 3336",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3390","Rua Brasil, 3390",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3389","Rua Brasil, 3389",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3382","Rua Brasil, 3382",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3375","Rua Brasil, 3375",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3459","Rua Projetada, 3459",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3452","Rua Projetada, 3452",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3439","Rua Projetada, 3439",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3436","Rua Projetada, 3436",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3432","Rua Projetada, 3432",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3421","Rua Projetada, 3421",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3419","Rua Projetada, 3419",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3416","Rua Projetada, 3416",1,abreviação expandida
endereco,logradouro,"R. Projetada, 341","Rua Projetada, 341",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3407","Rua Projetada, 3407",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3405","Rua Projetada, 3405",1,abreviação expandida
endereco,logradouro,"R. Projetada, 340","Rua Projetada, 340",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3398","Rua Projetada, 3398",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3397","Rua Projetada, 3397",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3393","Rua Projetada, 3393",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3392","Rua Projetada, 3392",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3499","Rua Projetada, 3499",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3495","Rua Projetada, 3495",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3494","Rua Projetada, 3494",1,abreviação expandida
endereco,logradouro,"R. Projetada, 349","Rua Projetada, 349",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3486","Rua Projetada, 3486",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3483","Rua Projetada, 3483",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3480","Rua Projetada, 3480",1,abreviação expandida
endereco,logradouro,"R. Projetada, 348","Rua Projetada, 348",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3479","Rua Projetada, 3479",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3477","Rua Projetada, 3477",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3476","Rua Projetada, 3476",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3471","Rua Projetada, 3471",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3469","Rua Projetada, 3469",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3467","Rua Projetada, 3467",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3463","Rua Projetada, 3463",1,abreviação expandida
endereco,logradouro,"R. Projetada, 346","Rua Projetada, 346",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3338","Rua Brasil, 3338",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3332","Rua Brasil, 3332",1,abreviação expandida
endereco,logradouro,"R. Brasil, 333","Rua Brasil, 333",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3322","Rua Brasil, 3322",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3319","Rua Brasil, 3319",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3308","Rua Brasil, 3308",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3304","Rua Brasil, 3304",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3301","Rua Brasil, 3301",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3300","Rua Brasil, 3300",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3528","Rua Projetada, 3528",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3523","Rua Projetada, 3523",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3522","Rua Projetada, 3522",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3515","Rua Projetada, 3515",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3510","Rua Projetada, 3510",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3502","Rua Projetada, 3502",1,abreviação expandida
endereco,logradouro,"R. Projetada, 350","Rua Projetada, 350",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3553","Rua Projetada, 3553",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3550","Rua Projetada, 3550",1,abreviação expandida
endereco,logradouro,"R. Projetada, 355","Rua Projetada, 355",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3548","Rua Projetada, 3548",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3546","Rua Projetada, 3546",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3545","Rua Projetada, 3545",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3544","Rua Projetada, 3544",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3543","Rua Projetada, 3543",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3541","Rua Projetada, 3541",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3540","Rua Projetada, 3540",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3539","Rua Projetada, 3539",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3537","Rua Projetada, 3537",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3536","Rua Projetada, 3536",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3535","Rua Projetada, 3535",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3347","Rua Brasil, 3347",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3342","Rua Brasil, 3342",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3607","Rua Projetada, 3607",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3604","Rua Projetada, 3604",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3603","Rua Projetada, 3603",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3597","Rua Projetada, 3597",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3596","Rua Projetada, 3596",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3595","Rua Projetada, 3595",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3590","Rua Projetada, 3590",1,abreviação expandida
endereco,logradouro,"R. Projetada, 359","Rua Projetada, 359",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3589","Rua Projetada, 3589",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3583","Rua Projetada, 3583",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3581","Rua Projetada, 3581",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3580","Rua Projetada, 3580",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3577","Rua Projetada, 3577",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3570","Rua Projetada, 3570",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3569","Rua Projetada, 3569",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3562","Rua Projetada, 3562",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3647","Rua Projetada, 3647",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3646","Rua Projetada, 3646",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3645","Rua Projetada, 3645",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3638","Rua Projetada, 3638",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3635","Rua Projetada, 3635",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3632","Rua Projetada, 3632",1,abreviação expandida
endereco,logradouro,"R. Projetada, 363","Rua Projetada, 363",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3628","Rua Projetada, 3628",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3624","Rua Projetada, 3624",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3621","Rua Projetada, 3621",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3620","Rua Projetada, 3620",1,abreviação expandida
endereco,logradouro,"R. Projetada, 362","Rua Projetada, 362",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3619","Rua Projetada, 3619",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3618","Rua Projetada, 3618",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3616","Rua Projetada, 3616",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3611","Rua Projetada, 3611",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3286","Rua Brasil, 3286",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3282","Rua Brasil, 3282",1,abreviação expandida
endereco,logradouro,"R. Brasil, 328","Rua Brasil, 328",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3278","Rua Brasil, 3278",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3272","Rua Brasil, 3272",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3271","Rua Brasil, 3271",1,abreviação expandida
endereco,logradouro,"R. Brasil, 327","Rua Brasil, 327",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3267","Rua Brasil, 3267",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3265","Rua Brasil, 3265",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3263","Rua Brasil, 3263",1,abreviação expandida
endereco,logradouro,"R. Projetada, 367","Rua Projetada, 367",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3669","Rua Projetada, 3669",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3664","Rua Projetada, 3664",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3662","Rua Projetada, 3662",1,abreviação expandida
endereco,logradouro,"R. Projetada, 366","Rua Projetada, 366",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3655","Rua Projetada, 3655",1,abreviação expandida
endereco,logradouro,"R. Projetada, 373","Rua Projetada, 373",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3720","Rua Projetada, 3720",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3718","Rua Projetada, 3718",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3708","Rua Projetada, 3708",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3696","Rua Projetada, 3696",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3695","Rua Projetada, 3695",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3687","Rua Projetada, 3687",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3683","Rua Projetada, 3683",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3680","Rua Projetada, 3680",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3678","Rua Projetada, 3678",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3674","Rua Projetada, 3674",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3298","Rua Brasil, 3298",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3296","Rua Brasil, 3296",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3294","Rua Brasil, 3294",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3290","Rua Brasil, 3290",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3288","Rua Brasil, 3288",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3778","Rua Projetada, 3778",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3777","Rua Projetada, 3777",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3776","Rua Projetada, 3776",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3775","Rua Projetada, 3775",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3769","Rua Projetada, 3769",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3761","Rua Projetada, 3761",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3759","Rua Projetada, 3759",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3758","Rua Projetada, 3758",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3757","Rua Projetada, 3757",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3756","Rua Projetada, 3756",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3755","Rua Projetada, 3755",1,abreviação expandida
endereco,logradouro,"R. Projetada, 375","Rua Projetada, 375",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3748","Rua Projetada, 3748",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3747","Rua Projetada, 3747",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3739","Rua Projetada, 3739",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3737","Rua Projetada, 3737",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3814","Rua Projetada, 3814",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3813","Rua Projetada, 3813",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3812","Rua Projetada, 3812",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3810","Rua Projetada, 3810",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3808","Rua Projetada, 3808",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3807","Rua Projetada, 3807",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3804","Rua Projetada, 3804",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3803","Rua Projetada, 3803",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3801","Rua Projetada, 3801",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3800","Rua Projetada, 3800",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3799","Rua Projetada, 3799",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3796","Rua Projetada, 3796",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3793","Rua Projetada, 3793",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3788","Rua Projetada, 3788",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3781","Rua Projetada, 3781",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3780","Rua Projetada, 3780",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3853","Rua Projetada, 3853",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3852","Rua Projetada, 3852",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3850","Rua Projetada, 3850",1,abreviação expandida
endereco,logradouro,"R. Projetada, 385","Rua Projetada, 385",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3847","Rua Projetada, 3847",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3846","Rua Projetada, 3846",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3843","Rua Projetada, 3843",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3840","Rua Projetada, 3840",1,abreviação expandida
endereco,logradouro,"R. Projetada, 384","Rua Projetada, 384",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3839","Rua Projetada, 3839",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3836","Rua Projetada, 3836",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3833","Rua Projetada, 3833",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3831","Rua Projetada, 3831",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3820","Rua Projetada, 3820",1,abreviação expandida
endereco,logradouro,"R. Projetada, 382","Rua Projetada, 382",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3815","Rua Projetada, 3815",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3891","Rua Projetada, 3891",1,abreviação expandida
endereco,logradouro,"R. Projetada, 389","Rua Projetada, 389",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3889","Rua Projetada, 3889",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3887","Rua Projetada, 3887",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3886","Rua Projetada, 3886",1,abreviação expandida
endereco,logradouro,"R. Projetada, 388","Rua Projetada, 388",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3877","Rua Projetada, 3877",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3876","Rua Projetada, 3876",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3874","Rua Projetada, 3874",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3872","Rua Projetada, 3872",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3869","Rua Projetada, 3869",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3868","Rua Projetada, 3868",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3865","Rua Projetada, 3865",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3861","Rua Projetada, 3861",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3860","Rua Projetada, 3860",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3858","Rua Projetada, 3858",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3258","Rua Brasil, 3258",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3250","Rua Brasil, 3250",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3249","Rua Brasil, 3249",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3243","Rua Brasil, 3243",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3240","Rua Brasil, 3240",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3239","Rua Brasil, 3239",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3227","Rua Brasil, 3227",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3219","Rua Brasil, 3219",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3207","Rua Brasil, 3207",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3915","Rua Projetada, 3915",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3913","Rua Projetada, 3913",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3906","Rua Projetada, 3906",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3905","Rua Projetada, 3905",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3903","Rua Projetada, 3903",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3902","Rua Projetada, 3902",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3898","Rua Projetada, 3898",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3974","Rua Projetada, 3974",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3972","Rua Projetada, 3972",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3970","Rua Projetada, 3970",1,abreviação expandida
endereco,logradouro,"R. Projetada, 397","Rua Projetada, 397",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3966","Rua Projetada, 3966",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3964","Rua Projetada, 3964",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3960","Rua Projetada, 3960",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3946","Rua Projetada, 3946",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3944","Rua Projetada, 3944",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3938","Rua Projetada, 3938",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3937","Rua Projetada, 3937",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3931","Rua Projetada, 3931",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3930","Rua Projetada, 3930",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3928","Rua Projetada, 3928",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3920","Rua Projetada, 3920",1,abreviação expandida
endereco,logradouro,"R. Brasil, 326","Rua Brasil, 326",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4023","Rua Projetada, 4023",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4008","Rua Projetada, 4008",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4004","Rua Projetada, 4004",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4003","Rua Projetada, 4003",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4001","Rua Projetada, 4001",1,abreviação expandida
endereco,logradouro,"R. Projetada, 400","Rua Projetada, 400",1,abreviação expandida
endereco,logradouro,"R. Projetada, 40","Rua Projetada, 40",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3998","Rua Projetada, 3998",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3995","Rua Projetada, 3995",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3993","Rua Projetada, 3993",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3989","Rua Projetada, 3989",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3985","Rua Projetada, 3985",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3984","Rua Projetada, 3984",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3983","Rua Projetada, 3983",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3982","Rua Projetada, 3982",1,abreviação expandida
endereco,logradouro,"R. Projetada, 3978","Rua Projetada, 3978",1,abreviação expandida
endereco,logradouro,"R. Brasil, 320","Rua Brasil, 320",1,abreviação expandida
endereco,logradouro,"R. Brasil, 32","Rua Brasil, 32",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3198","Rua Brasil, 3198",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3197","Rua Brasil, 3197",1,abreviação expandida
endereco,logradouro,"R. Brasil, 319","Rua Brasil, 319",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3179","Rua Brasil, 3179",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3177","Rua Brasil, 3177",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3172","Rua Brasil, 3172",1,abreviação expandida
endereco,logradouro,"R. Brasil, 317","Rua Brasil, 317",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3165","Rua Brasil, 3165",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3163","Rua Brasil, 3163",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4033","Rua Projetada, 4033",1,abreviação expandida
endereco,logradouro,"R. Projetada, 403","Rua Projetada, 403",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4027","Rua Projetada, 4027",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4025","Rua Projetada, 4025",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4024","Rua Projetada, 4024",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4073","Rua Projetada, 4073",1,abreviação expandida
endereco,logradouro,"R. Projetada, 407","Rua Projetada, 407",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4068","Rua Projetada, 4068",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4066","Rua Projetada, 4066",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4058","Rua Projetada, 4058",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4051","Rua Projetada, 4051",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4050","Rua Projetada, 4050",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4047","Rua Projetada, 4047",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4045","Rua Projetada, 4045",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4044","Rua Projetada, 4044",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4043","Rua Projetada, 4043",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4041","Rua Projetada, 4041",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4040","Rua Projetada, 4040",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4039","Rua Projetada, 4039",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4035","Rua Projetada, 4035",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3200","Rua Brasil, 3200",1,abreviação expandida
endereco,logradouro,"R. Projetada, 414","Rua Projetada, 414",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4129","Rua Projetada, 4129",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4126","Rua Projetada, 4126",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4122","Rua Projetada, 4122",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4119","Rua Projetada, 4119",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4116","Rua Projetada, 4116",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4115","Rua Projetada, 4115",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4109","Rua Projetada, 4109",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4104","Rua Projetada, 4104",1,abreviação expandida
endereco,logradouro,"R. Projetada, 41","Rua Projetada, 41",1,abreviação expandida
endereco,logradouro,"R. Projetada, 409","Rua Projetada, 409",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4088","Rua Projetada, 4088",1,abreviação expandida
endereco,logradouro,"R. Projetada, 408","Rua Projetada, 408",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4079","Rua Projetada, 4079",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4076","Rua Projetada, 4076",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4074","Rua Projetada, 4074",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4178","Rua Projetada, 4178",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4173","Rua Projetada, 4173",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4172","Rua Projetada, 4172",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4168","Rua Projetada, 4168",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4163","Rua Projetada, 4163",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4162","Rua Projetada, 4162",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4157","Rua Projetada, 4157",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4153","Rua Projetada, 4153",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4152","Rua Projetada, 4152",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4150","Rua Projetada, 4150",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4149","Rua Projetada, 4149",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4147","Rua Projetada, 4147",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4146","Rua Projetada, 4146",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4145","Rua Projetada, 4145",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4143","Rua Projetada, 4143",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4142","Rua Projetada, 4142",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4224","Rua Projetada, 4224",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4223","Rua Projetada, 4223",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4216","Rua Projetada, 4216",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4215","Rua Projetada, 4215",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4214","Rua Projetada, 4214",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4210","Rua Projetada, 4210",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4204","Rua Projetada, 4204",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4202","Rua Projetada, 4202",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4200","Rua Projetada, 4200",1,abreviação expandida
