chave_endereco,cadastros_no_grupo,id,nome_local,logradouro,bairro,cidade,uf,cep
ruaprojetada282|curitiba|PR,2,4939,Distribuidora Popular,"Rua Projetada, 282",Centro,Curitiba,PR,40858010
ruaprojetada2867|belohorizonte|MG,2,6065,Consultório Popular,"Rua Projetada, 2867",Centro,Belo Horizonte,MG,45662250
ruaprojetada2867|belohorizonte|MG,2,18338,Farmácia Norte,"Rua Projetada, 2867",Vila Nova,Belo Horizonte,MG,91606150
ruaprojetada2948|riodejaneiro|RJ,2,377,Atacado Popular,"Rua Projetada, 2948",Jardim,Rio de Janeiro,RJ,82484700
ruaprojetada2948|riodejaneiro|RJ,2,12638,Farmácia Norte,"Rua Projetada, 2948",Industrial,Rio de Janeiro,RJ,10305000
ruaprojetada2953|riodejaneiro|RJ,2,381,Clínica Ideal,"Rua Projetada, 2953",Centro,Rio de Janeiro,RJ,10245850
ruaprojetada2953|riodejaneiro|RJ,2,2292,Consultório Ideal,"Rua Projetada, 2953",Centro,Rio de Janeiro,RJ,16866010
ruaprojetada304|riodejaneiro|RJ,2,12232,Mercado Popular,"Rua Projetada, 304",Industrial,Rio de Janeiro,RJ,16325750
ruaprojetada304|riodejaneiro|RJ,2,17493,Atacado Ideal,"Rua Projetada, 304",Vila Nova,Rio de Janeiro,RJ,88382880
ruaprojetada3096|guarulhos|SP,2,2517,Consultório Popular,"Rua Projetada, 3096",Industrial,Guarulhos,SP,36893420
ruaprojetada3096|guarulhos|SP,2,4326,Loja do Vale,"Rua Projetada, 3096",Jardim,Guarulhos,SP,38988180
ruaprojetada3126|santoandre|SP,2,5976,Consultório Popular,"Rua Projetada, 3126",Industrial,Santo André,SP,76690720
ruaprojetada3126|santoandre|SP,2,10491,Farmácia Sul,"Rua Projetada, 3126",Industrial,Santo André,SP,63455950
ruaprojetada3305|saopaulo|SP,2,10077,Clínica Norte,"Rua Projetada, 3305",Centro,São Paulo,SP,50730640
ruaprojetada3305|saopaulo|SP,2,11384,Farmácia Ideal,"Rua Projetada, 3305",Industrial,São Paulo,SP,92062440
ruaprojetada3348|saopaulo|SP,2,349,Farmácia Central,"Rua Projetada, 3348",Jardim,São Paulo,SP,76413850
ruaprojetada3348|saopaulo|SP,2,1121,Distribuidora Norte,"Rua Projetada, 3348",Centro,São Paulo,SP,59056940
ruaprojetada3469|curitiba|PR,2,1339,Loja Central,"Rua Projetada, 3469",Industrial,Curitiba,PR,62960620
ruaprojetada3469|curitiba|PR,2,14597,Loja Central,"Rua Projetada, 3469",Vila Nova,Curitiba,PR,48337680
ruaprojetada3499|belohorizonte|MG,2,2121,Farmácia Sul,"Rua Projetada, 3499",Centro,Belo Horizonte,MG,94535720
ruaprojetada3499|belohorizonte|MG,2,12891,Atacado Popular,"Rua Projetada, 3499",Industrial,Belo Horizonte,MG,20863300
ruaprojetada3519|saopaulo|SP,2,3912,Distribuidora Central,"Rua Projetada, 3519",Centro,São Paulo,SP,11935200
ruaprojetada3519|saopaulo|SP,2,13035,Mercado Popular,"Rua Projetada, 3519",Industrial,São Paulo,SP,15861930
ruaprojetada3536|belohorizonte|MG,2,2252,Clínica Central,"Rua Projetada, 3536",Vila Nova,Belo Horizonte,MG,75750650
ruaprojetada3536|belohorizonte|MG,2,4060,Farmácia Sul,"Rua Projetada, 3536",Vila Nova,Belo Horizonte,MG,76655070
ruaprojetada3716|saopaulo|SP,2,2489,Distribuidora Ideal,"Rua Projetada, 3716",Centro,São Paulo,SP,66383590
ruaprojetada3716|saopaulo|SP,2,17906,Loja Ideal,"Rua Projetada, 3716",Vila Nova,São Paulo,SP,56229860
ruaprojetada3720|joinville|SC,2,1070,Centro de Distribuição Ideal,"Rua Projetada, 3720",Vila Nova,Joinville,SC,67574370
ruaprojetada3720|joinville|SC,2,17762,Centro de Distribuição Sul,"Rua Projetada, 3720",Jardim,Joinville,SC,64124340
ruaprojetada3779|riodejaneiro|RJ,2,17600,Atacado Real,"Rua Projetada, 3779",Industrial,Rio de Janeiro,RJ,63145470
ruaprojetada3779|riodejaneiro|RJ,2,18860,Centro de Distribuição Ideal,"Rua Projetada, 3779",Vila Nova,Rio de Janeiro,RJ,11316780
ruaprojetada3801|riodejaneiro|RJ,2,18328,Consultório Central,"Rua Projetada, 3801",Jardim,Rio de Janeiro,RJ,14029900
ruaprojetada3801|riodejaneiro|RJ,2,18459,Loja Real,"Rua Projetada, 3801",Industrial,Rio de Janeiro,RJ,67922030
ruaprojetada3810|saopaulo|SP,2,9564,Consultório Real,"Rua Projetada, 3810",Centro,São Paulo,SP,58954720
ruaprojetada3810|saopaulo|SP,2,17622,Clínica Sul,"Rua Projetada, 3810",Jardim,São Paulo,SP,31850980
ruaprojetada4081|saopaulo|SP,2,10529,Mercado Norte,"Rua Projetada, 4081",Jardim,São Paulo,SP,46481610
ruaprojetada4081|saopaulo|SP,2,16319,Farmácia Popular,"Rua Projetada, 4081",Centro,São Paulo,SP,49443800
ruaprojetada4136|saopaulo|SP,2,6119,Loja do Vale,"Rua Projetada, 4136",Centro,São Paulo,SP,30583270
ruaprojetada4136|saopaulo|SP,2,19427,Consultório Norte,"Rua Projetada, 4136",Centro,São Paulo,SP,28304800
ruaprojetada4166|riodejaneiro|RJ,2,574,Centro de Distribuição Real,"Rua Projetada, 4166",Industrial,Rio de Janeiro,RJ,95470610
ruaprojetada4166|riodejaneiro|RJ,2,3457,Clínica Ideal,"Rua Projetada, 4166",Industrial,Rio de Janeiro,RJ,23515410
ruaprojetada424|curitiba|PR,2,2964,Mercado Popular,"Rua Projetada, 424",Jardim,Curitiba,PR,87188460
ruaprojetada424|curitiba|PR,2,9425,Atacado Ideal,"Rua Projetada, 424",Industrial,Curitiba,PR,93523300
ruaprojetada4341|fortaleza|CE,2,11417,Centro de Distribuição do Vale,"Rua Projetada, 4341",Centro,Fortaleza,CE,12534710
ruaprojetada4341|fortaleza|CE,2,18721,Farmácia do Vale,"Rua Projetada, 4341",Industrial,Fortaleza,CE,38692850
ruaprojetada4365|campinas|SP,2,8536,Loja Popular,"Rua Projetada, 4365",Centro,Campinas,SP,91998430
ruaprojetada4365|campinas|SP,2,17667,Centro de Distribuição do Vale,"Rua Projetada, 4365",Industrial,Campinas,SP,44455430
ruaprojetada4379|manaus|AM,2,5480,Distribuidora Norte,"Rua Projetada, 4379",Vila Nova,Manaus,AM,23739390
ruaprojetada4379|manaus|AM,2,15054,Clínica Ideal,"Rua Projetada, 4379",Centro,Manaus,AM,50535840
ruaprojetada4410|curitiba|PR,2,4134,Centro de Distribuição Popular,"Rua Projetada, 4410",Vila Nova,Curitiba,PR,41428570
ruaprojetada4410|curitiba|PR,2,16665,Consultório Ideal,"Rua Projetada, 4410",Centro,Curitiba,PR,53965350
ruaprojetada4515|saopaulo|SP,2,3881,Distribuidora Ideal,"Rua Projetada, 4515",Centro,São Paulo,SP,74318260
ruaprojetada4515|saopaulo|SP,2,18078,Mercado Popular,"Rua Projetada, 4515",Jardim,São Paulo,SP,23144570
ruaprojetada4616|belohorizonte|MG,2,1499,Consultório Central,"Rua Projetada, 4616",Jardim,Belo Horizonte,MG,59374550
ruaprojetada4616|belohorizonte|MG,2,12763,Clínica Popular,"Rua Projetada, 4616",Centro,Belo Horizonte,MG,10093830
ruaprojetada4694|belohorizonte|MG,2,6562,Atacado Central,"Rua Projetada, 4694",Industrial,Belo Horizonte,MG,14503930
ruaprojetada4694|belohorizonte|MG,2,8431,Mercado do Vale,"Rua Projetada, 4694",Centro,Belo Horizonte,MG,94579920
ruaprojetada4703|belohorizonte|MG,2,2803,Centro de Distribuição Central,"Rua Projetada, 4703",Industrial,Belo Horizonte,MG,79667410
ruaprojetada4703|belohorizonte|MG,2,9657,Loja do Vale,"Rua Projetada, 4703",Centro,Belo Horizonte,MG,63496710
ruaprojetada4709|belohorizonte|MG,2,6589,Centro de Distribuição do Vale,"Rua Projetada, 4709",Industrial,Belo Horizonte,MG,42499980
ruaprojetada4709|belohorizonte|MG,2,14710,Clínica Central,"Rua Projetada, 4709",Vila Nova,Belo Horizonte,MG,44768160
ruaprojetada4730|brasilia|DF,2,8067,Atacado Popular,"Rua Projetada, 4730",Centro,Brasília,DF,71994350
ruaprojetada4730|brasilia|DF,2,18033,Centro de Distribuição Real,"Rua Projetada, 4730",Centro,Brasília,DF,65342820
ruaprojetada4733|riodejaneiro|RJ,2,12570,Mercado Popular,"Rua Projetada, 4733",Vila Nova,Rio de Janeiro,RJ,95217610
ruaprojetada4733|riodejaneiro|RJ,2,18544,Centro de Distribuição Popular,"Rua Projetada, 4733",Centro,Rio de Janeiro,RJ,77411830
ruaprojetada4814|portoalegre|RS,2,761,Clínica do Vale,"Rua Projetada, 4814",Industrial,Porto Alegre,RS,39973740
ruaprojetada4814|portoalegre|RS,2,6357,Consultório do Vale,"Rua Projetada, 4814",Jardim,Porto Alegre,RS,11165860
ruaprojetada4831|campinas|SP,2,5365,Clínica Ideal,"Rua Projetada, 4831",Industrial,Campinas,SP,25586820
ruaprojetada4831|campinas|SP,2,10326,Atacado Real,"Rua Projetada, 4831",Centro,Campinas,SP,14449890
ruaprojetada4864|saopaulo|SP,2,13187,Clínica Sul,"Rua Projetada, 4864",Vila Nova,São Paulo,SP,38676030
ruaprojetada4864|saopaulo|SP,2,18619,Centro de Distribuição Real,"Rua Projetada, 4864",Industrial,São Paulo,SP,17103590
ruaprojetada4885|saopaulo|SP,2,16464,Mercado Central,"Rua Projetada, 4885",Vila Nova,São Paulo,SP,14295910
ruaprojetada4885|saopaulo|SP,2,17103,Mercado Real,"Rua Projetada, 4885",Vila Nova,São Paulo,SP,49211960
ruaprojetada4892|ribeiraopreto|SP,2,6008,Farmácia Central,"Rua Projetada, 4892",Centro,Ribeirão Preto,SP,88919340
ruaprojetada4892|ribeiraopreto|SP,2,13629,Atacado Ideal,"Rua Projetada, 4892",Centro,Ribeirão Preto,SP,33296510
ruaprojetada4943|saojosedoriopreto|SP,2,3708,Distribuidora Real,"Rua Projetada, 4943",Vila Nova,São José do Rio Preto,SP,34084560
ruaprojetada4943|saojosedoriopreto|SP,2,14480,Clínica Sul,"Rua Projetada, 4943",Jardim,São José do Rio Preto,SP,63446360
ruaprojetada719|curitiba|PR,2,6658,Atacado Ideal,"Rua Projetada, 719",Jardim,Curitiba,PR,16799330
ruaprojetada719|curitiba|PR,2,9137,Centro de Distribuição Central,"Rua Projetada, 719",Vila Nova,Curitiba,PR,67606130
ruaprojetada802|juizdefora|MG,2,9434,Atacado Sul,"Rua Projetada, 802",Jardim,Juiz de Fora,MG,79746060
ruaprojetada802|juizdefora|MG,2,13605,Mercado Sul,"Rua Projetada, 802",Jardim,Juiz de Fora,MG,47780150
ruaxvdenovembro1092|saopaulo|SP,2,15919,Mercado Real,"Rua Xv de Novembro, 1092",Vila Nova,São Paulo,SP,35063520
ruaxvdenovembro1092|saopaulo|SP,2,19639,Farmácia Norte,"Rua Xv de Novembro, 1092",Vila Nova,São Paulo,SP,25109980
ruaxvdenovembro1097|londrina|PR,2,16225,Farmácia Popular,"Rua Xv de Novembro, 1097",Jardim,Londrina,PR,79666060
ruaxvdenovembro1097|londrina|PR,2,17850,Mercado Popular,"Rua Xv de Novembro, 1097",Jardim,Londrina,PR,46012540
ruaxvdenovembro1173|riodejaneiro|RJ,2,4189,Loja Sul,"Rua Xv de Novembro, 1173",Centro,Rio de Janeiro,RJ,35140780
ruaxvdenovembro1173|riodejaneiro|RJ,2,7605,Distribuidora Sul,"Rua Xv de Novembro, 1173",Industrial,Rio de Janeiro,RJ,53840380
ruaxvdenovembro127|salvador|BA,2,7218,Farmácia Real,"Rua Xv de Novembro, 127",Industrial,Salvador,BA,21460590
ruaxvdenovembro127|salvador|BA,2,10545,Centro de Distribuição Central,"Rua Xv de Novembro, 127",Jardim,Salvador,BA,82667940
ruaxvdenovembro1381|riodejaneiro|RJ,2,6696,Consultório Sul,"Rua Xv de Novembro, 1381",Vila Nova,Rio de Janeiro,RJ,61596890
ruaxvdenovembro1381|riodejaneiro|RJ,2,17508,Atacado Real,"Rua Xv de Novembro, 1381",Vila Nova,Rio de Janeiro,RJ,86338670
ruaxvdenovembro1397|belohorizonte|MG,2,1769,Consultório Sul,"Rua Xv de Novembro, 1397",Centro,Belo Horizonte,MG,43050160
ruaxvdenovembro1397|belohorizonte|MG,2,8874,Clínica Popular,"Rua Xv de Novembro, 1397",Vila Nova,Belo Horizonte,MG,64268880
ruaxvdenovembro1502|riodejaneiro|RJ,2,7213,Distribuidora Popular,"Rua Xv de Novembro, 1502",Centro,Rio de Janeiro,RJ,88930870
ruaxvdenovembro1502|riodejaneiro|RJ,2,9544,Atacado Norte,"Rua Xv de Novembro, 1502",Centro,Rio de Janeiro,RJ,68693550
ruaxvdenovembro1569|saopaulo|SP,2,10963,Distribuidora Popular,"Rua Xv de Novembro, 1569",Industrial,São Paulo,SP,82992630
ruaxvdenovembro1569|saopaulo|SP,2,16427,Clínica do Vale,"Rua Xv de Novembro, 1569",Jardim,São Paulo,SP,98690570
ruaxvdenovembro1610|osasco|SP,2,2103,Mercado Popular,"Rua Xv de Novembro, 1610",Vila Nova,Osasco,SP,32525670
ruaxvdenovembro1610|osasco|SP,2,9294,Farmácia Sul,"Rua Xv de Novembro, 1610",Vila Nova,Osasco,SP,39814530
ruaxvdenovembro1617|saopaulo|SP,2,5760,Loja Sul,"Rua Xv de Novembro, 1617",Industrial,São Paulo,SP,87904330
ruaxvdenovembro1617|saopaulo|SP,2,7283,Mercado Sul,"Rua Xv de Novembro, 1617",Industrial,São Paulo,SP,58586150
ruaxvdenovembro1858|campinas|SP,2,9450,Farmácia Real,"Rua Xv de Novembro, 1858",Jardim,Campinas,SP,47512960
ruaxvdenovembro1858|campinas|SP,2,16652,Consultório Popular,"Rua Xv de Novembro, 1858",Vila Nova,Campinas,SP,69404750
ruaxvdenovembro1895|saopaulo|SP,2,4368,Consultório Popular,"Rua Xv de Novembro, 1895",Centro,São Paulo,SP,38596530
ruaxvdenovembro1895|saopaulo|SP,2,19181,Farmácia Sul,"Rua Xv de Novembro, 1895",Vila Nova,São Paulo,SP,35216810
ruaxvdenovembro1926|riodejaneiro|RJ,2,4396,Consultório Sul,"Rua Xv de Novembro, 1926",Jardim,Rio de Janeiro,RJ,70042580
ruaxvdenovembro1926|riodejaneiro|RJ,2,9130,Mercado Real,"Rua Xv de Novembro, 1926",Centro,Rio de Janeiro,RJ,38174270
ruaxvdenovembro2045|saopaulo|SP,2,8040,Loja Sul,"Rua Xv de Novembro, 2045",Centro,São Paulo,SP,96776750
ruaxvdenovembro2045|saopaulo|SP,2,14134,Loja Real,"Rua Xv de Novembro, 2045",Industrial,São Paulo,SP,69236120
ruaxvdenovembro2048|osasco|SP,2,2579,Atacado Norte,"Rua Xv de Novembro, 2048",Centro,Osasco,SP,17491410
ruaxvdenovembro2048|osasco|SP,2,3953,Loja Ideal,"Rua Xv de Novembro, 2048",Industrial,Osasco,SP,99453750
ruaxvdenovembro2070|ribeiraopreto|SP,2,6225,Clínica Real,"Rua Xv de Novembro, 2070",Vila Nova,Ribeirão Preto,SP,90402020
ruaxvdenovembro2070|ribeiraopreto|SP,2,17646,Atacado Central,"Rua Xv de Novembro, 2070",Jardim,Ribeirão Preto,SP,12217100
ruaxvdenovembro2079|saopaulo|SP,2,11879,Farmácia Ideal,"Rua Xv de Novembro, 2079",Jardim,São Paulo,SP,70628270
ruaxvdenovembro2079|saopaulo|SP,2,19006,Atacado Norte,"Rua Xv de Novembro, 2079",Jardim,São Paulo,SP,17189570
ruaxvdenovembro2178|saopaulo|SP,2,6058,Clínica Popular,"Rua Xv de Novembro, 2178",Centro,São Paulo,SP,45438310
ruaxvdenovembro2178|saopaulo|SP,2,11561,Clínica Ideal,"Rua Xv de Novembro, 2178",Industrial,São Paulo,SP,45955190
ruaxvdenovembro2213|saopaulo|SP,2,13029,Mercado Ideal,"Rua Xv de Novembro, 2213",Centro,São Paulo,SP,19234690
ruaxvdenovembro2213|saopaulo|SP,2,13649,Consultório Sul,"Rua Xv de Novembro, 2213",Vila Nova,São Paulo,SP,41669050
ruaxvdenovembro2235|uberlandia|MG,2,6401,Clínica do Vale,"Rua Xv de Novembro, 2235",Jardim,Uberlândia,MG,83238510
ruaxvdenovembro2235|uberlandia|MG,2,10238,Mercado do Vale,"Rua Xv de Novembro, 2235",Jardim,Uberlândia,MG,85967830
ruaxvdenovembro2290|riodejaneiro|RJ,2,1874,Centro de Distribuição Popular,"Rua Xv de Novembro, 2290",Industrial,Rio de Janeiro,RJ,42478010
ruaxvdenovembro2290|riodejaneiro|RJ,2,19367,Distribuidora Real,"Rua Xv de Novembro, 2290",Jardim,Rio de Janeiro,RJ,23750120
ruaxvdenovembro2391|riodejaneiro|RJ,2,2692,Loja Sul,"Rua Xv de Novembro, 2391",Jardim,Rio de Janeiro,RJ,93666470
ruaxvdenovembro2391|riodejaneiro|RJ,2,12814,Atacado Real,"Rua Xv de Novembro, 2391",Centro,Rio de Janeiro,RJ,93347030
ruaxvdenovembro243|belohorizonte|MG,2,1737,Centro de Distribuição Real,"Rua Xv de Novembro, 243",Industrial,Belo Horizonte,MG,55490740
ruaxvdenovembro243|belohorizonte|MG,2,7910,Farmácia Norte,"Rua Xv de Novembro, 243",Jardim,Belo Horizonte,MG,73738740
ruaxvdenovembro2445|saopaulo|SP,2,12261,Mercado Popular,"Rua Xv de Novembro, 2445",Industrial,São Paulo,SP,70020350
ruaxvdenovembro2445|saopaulo|SP,2,19180,Clínica Sul,"Rua Xv de Novembro, 2445",Centro,São Paulo,SP,49563930
ruaxvdenovembro244|guarulhos|SP,2,1917,Clínica Popular,"Rua Xv de Novembro, 244",Vila Nova,Guarulhos,SP,39325620
ruaxvdenovembro244|guarulhos|SP,2,6708,Atacado Central,"Rua Xv de Novembro, 244",Centro,Guarulhos,SP,32727740
ruaxvdenovembro2450|riodejaneiro|RJ,2,8539,Farmácia Norte,"Rua Xv de Novembro, 2450",Centro,Rio de Janeiro,RJ,37079460
ruaxvdenovembro2450|riodejaneiro|RJ,2,17440,Consultório Ideal,"Rua Xv de Novembro, 2450",Jardim,Rio de Janeiro,RJ,50107260
ruaxvdenovembro2451|saopaulo|SP,2,3546,Consultório Popular,"Rua Xv de Novembro, 2451",Industrial,São Paulo,SP,83179370
ruaxvdenovembro2451|saopaulo|SP,2,10900,Clínica Norte,"Rua Xv de Novembro, 2451",Centro,São Paulo,SP,24923240
ruaxvdenovembro2478|saopaulo|SP,2,15302,Mercado Popular,"Rua Xv de Novembro, 2478",Jardim,São Paulo,SP,65737180
ruaxvdenovembro2478|saopaulo|SP,2,17264,Farmácia Sul,"Rua Xv de Novembro, 2478",Centro,São Paulo,SP,23101910
ruaxvdenovembro2525|guarulhos|SP,2,10052,Atacado Ideal,"Rua Xv de Novembro, 2525",Centro,Guarulhos,SP,71952230
ruaxvdenovembro2525|guarulhos|SP,2,14589,Centro de Distribuição Ideal,"Rua Xv de Novembro, 2525",Vila Nova,Guarulhos,SP,19455940
ruaxvdenovembro256|salvador|BA,2,9429,Centro de Distribuição Ideal,"Rua Xv de Novembro, 256",Vila Nova,Salvador,BA,20816780
ruaxvdenovembro256|salvador|BA,2,16649,Loja Popular,"Rua Xv de Novembro, 256",Jardim,Salvador,BA,72748310
ruaxvdenovembro2636|riodejaneiro|RJ,2,1382,Farmácia do Vale,"Rua Xv de Novembro, 2636",Jardim,Rio de Janeiro,RJ,84064440
ruaxvdenovembro2636|riodejaneiro|RJ,2,14434,Loja Real,"Rua Xv de Novembro, 2636",Vila Nova,Rio de Janeiro,RJ,89521090
ruaxvdenovembro2728|sorocaba|SP,2,3353,Loja Central,"Rua Xv de Novembro, 2728",Centro,Sorocaba,SP,32398120
ruaxvdenovembro2728|sorocaba|SP,2,17797,Loja do Vale,"Rua Xv de Novembro, 2728",Vila Nova,Sorocaba,SP,76711190
ruaxvdenovembro272|riodejaneiro|RJ,2,3671,Atacado Central,"Rua Xv de Novembro, 272",Centro,Rio de Janeiro,RJ,22951490
ruaxvdenovembro272|riodejaneiro|RJ,2,17186,Loja Norte,"Rua Xv de Novembro, 272",Vila Nova,Rio de Janeiro,RJ,12294570
ruaxvdenovembro2769|saopaulo|SP,2,14966,Mercado Ideal,"Rua Xv de Novembro, 2769",Vila Nova,São Paulo,SP,49577720
ruaxvdenovembro2769|saopaulo|SP,2,17159,Atacado Sul,"Rua Xv de Novembro, 2769",Vila Nova,São Paulo,SP,44431730
ruaxvdenovembro2778|saopaulo|SP,2,9968,Farmácia Real,"Rua Xv de Novembro, 2778",Industrial,São Paulo,SP,28655410
ruaxvdenovembro2778|saopaulo|SP,2,19202,Atacado Real,"Rua Xv de Novembro, 2778",Centro,São Paulo,SP,71324420
ruaxvdenovembro2832|portoalegre|RS,2,1777,Atacado Central,"Rua Xv de Novembro, 2832",Industrial,Porto Alegre,RS,33526590
ruaxvdenovembro2832|portoalegre|RS,2,3667,Clínica do Vale,"Rua Xv de Novembro, 2832",Vila Nova,Porto Alegre,RS,45369260
ruaxvdenovembro2893|saopaulo|SP,2,8339,Distribuidora Sul,"Rua Xv de Novembro, 2893",Industrial,São Paulo,SP,59055850
ruaxvdenovembro2893|saopaulo|SP,2,13804,Clínica do Vale,"Rua Xv de Novembro, 2893",Industrial,São Paulo,SP,40793310
ruaxvdenovembro2909|saopaulo|SP,2,5700,Loja Real,"Rua Xv de Novembro, 2909",Industrial,São Paulo,SP,83925190
ruaxvdenovembro2909|saopaulo|SP,2,5891,Mercado Popular,"Rua Xv de Novembro, 2909",Centro,São Paulo,SP,91771640
ruaxvdenovembro2968|saopaulo|SP,2,2094,Loja Real,"Rua Xv de Novembro, 2968",Centro,São Paulo,SP,21508640
ruaxvdenovembro2968|saopaulo|SP,2,11624,Farmácia Popular,"Rua Xv de Novembro, 2968",Vila Nova,São Paulo,SP,23770710
ruaxvdenovembro2993|portoalegre|RS,2,9821,Consultório do Vale,"Rua Xv de Novembro, 2993",Jardim,Porto Alegre,RS,51083960
ruaxvdenovembro2993|portoalegre|RS,2,17464,Clínica Norte,"Rua Xv de Novembro, 2993",Centro,Porto Alegre,RS,98661850
ruaxvdenovembro3016|riodejaneiro|RJ,2,8019,Distribuidora Real,"Rua Xv de Novembro, 3016",Centro,Rio de Janeiro,RJ,82539900
ruaxvdenovembro3016|riodejaneiro|RJ,2,11244,Mercado Real,"Rua Xv de Novembro, 3016",Vila Nova,Rio de Janeiro,RJ,19796600
ruaxvdenovembro3043|saopaulo|SP,2,3677,Loja Norte,"Rua Xv de Novembro, 3043",Industrial,São Paulo,SP,84871080
ruaxvdenovembro3043|saopaulo|SP,2,15559,Atacado Sul,"Rua Xv de Novembro, 3043",Jardim,São Paulo,SP,36977460
ruaxvdenovembro3065|recife|PE,2,4559,Loja Central,"Rua Xv de Novembro, 3065",Vila Nova,Recife,PE,41025190
ruaxvdenovembro3065|recife|PE,2,4862,Mercado Norte,"Rua Xv de Novembro, 3065",Industrial,Recife,PE,81341470
ruaxvdenovembro3277|belohorizonte|MG,2,16488,Distribuidora Real,"Rua Xv de Novembro, 3277",Jardim,Belo Horizonte,MG,24093630
ruaxvdenovembro3277|belohorizonte|MG,2,17472,Consultório do Vale,"Rua Xv de Novembro, 3277",Industrial,Belo Horizonte,MG,53548140
ruaxvdenovembro3335|santoandre|SP,2,2687,Atacado Popular,"Rua Xv de Novembro, 3335",Industrial,Santo André,SP,30336880
ruaxvdenovembro3335|santoandre|SP,2,9993,Centro de Distribuição Ideal,"Rua Xv de Novembro, 3335",Centro,Santo André,SP,25328700
ruaxvdenovembro3336|riodejaneiro|RJ,2,7380,Loja Central,"Rua Xv de Novembro, 3336",Centro,Rio de Janeiro,RJ,89086170
ruaxvdenovembro3336|riodejaneiro|RJ,2,17679,Consultório Ideal,"Rua Xv de Novembro, 3336",Vila Nova,Rio de Janeiro,RJ,60769440
ruaxvdenovembro3351|juazeirodonorte|CE,2,5457,Loja Norte,"Rua Xv de Novembro, 3351",Vila Nova,Juazeiro do Norte,CE,35275220
ruaxvdenovembro3351|juazeirodonorte|CE,2,14531,Mercado do Vale,"Rua Xv de Novembro, 3351",Centro,Juazeiro do Norte,CE,15808600
ruaxvdenovembro3372|santoandre|SP,2,4895,Mercado Popular,"Rua Xv de Novembro, 3372",Industrial,Santo André,SP,98408530
ruaxvdenovembro3372|santoandre|SP,2,13459,Consultório do Vale,"Rua Xv de Novembro, 3372",Centro,Santo André,SP,68948740
ruaxvdenovembro3432|riodejaneiro|RJ,2,16821,Distribuidora Norte,"Rua Xv de Novembro, 3432",Vila Nova,Rio de Janeiro,RJ,88903300
ruaxvdenovembro3432|riodejaneiro|RJ,2,18818,Farmácia Sul,"Rua Xv de Novembro, 3432",Centro,Rio de Janeiro,RJ,95994230
ruaxvdenovembro3432|saopaulo|SP,2,1763,Consultório Sul,"Rua Xv de Novembro, 3432",Jardim,São Paulo,SP,48842820
ruaxvdenovembro3432|saopaulo|SP,2,18331,Consultório Popular,"Rua Xv de Novembro, 3432",Vila Nova,São Paulo,SP,14937510
ruaxvdenovembro3469|saopaulo|SP,2,4280,Atacado Real,"Rua Xv de Novembro, 3469",Centro,São Paulo,SP,46290320
ruaxvdenovembro3469|saopaulo|SP,2,11762,Centro de Distribuição Central,"Rua Xv de Novembro, 3469",Industrial,São Paulo,SP,56846680
ruaxvdenovembro3544|brasilia|DF,2,11200,Consultório Real,"Rua Xv de Novembro, 3544",Jardim,Brasília,DF,21289770
ruaxvdenovembro3544|brasilia|DF,2,18930,Farmácia Popular,"Rua Xv de Novembro, 3544",Jardim,Brasília,DF,34013620
ruaxvdenovembro3776|riodejaneiro|RJ,2,5843,Loja Sul,"Rua Xv de Novembro, 3776",Vila Nova,Rio de Janeiro,RJ,96269510
ruaxvdenovembro3776|riodejaneiro|RJ,2,13821,Farmácia Real,"Rua Xv de Novembro, 3776",Industrial,Rio de Janeiro,RJ,99125870
ruaxvdenovembro3863|riodejaneiro|RJ,2,17083,Mercado Ideal,"Rua Xv de Novembro, 3863",Vila Nova,Rio de Janeiro,RJ,64901930
ruaxvdenovembro3863|riodejaneiro|RJ,2,17961,Atacado Real,"Rua Xv de Novembro, 3863",Centro,Rio de Janeiro,RJ,88655360
ruaxvdenovembro3942|saopaulo|SP,2,5324,Mercado Popular,"Rua Xv de Novembro, 3942",Jardim,São Paulo,SP,40610840
ruaxvdenovembro3942|saopaulo|SP,2,17298,Clínica Ideal,"Rua Xv de Novembro, 3942",Jardim,São Paulo,SP,95096890
ruaxvdenovembro3963|belohorizonte|MG,2,3610,Consultório Real,"Rua Xv de Novembro, 3963",Jardim,Belo Horizonte,MG,41273080
ruaxvdenovembro3963|belohorizonte|MG,2,17900,Loja Sul,"Rua Xv de Novembro, 3963",Centro,Belo Horizonte,MG,68960570
ruaxvdenovembro4003|saopaulo|SP,2,7709,Farmácia Real,"Rua Xv de Novembro, 4003",Jardim,São Paulo,SP,47883050
ruaxvdenovembro4003|saopaulo|SP,2,18613,Farmácia Popular,"Rua Xv de Novembro, 4003",Centro,São Paulo,SP,27106210
ruaxvdenovembro4067|osasco|SP,2,7993,Farmácia Sul,"Rua Xv de Novembro, 4067",Vila Nova,Osasco,SP,55279970
ruaxvdenovembro4067|osasco|SP,2,19125,Mercado Sul,"Rua Xv de Novembro, 4067",Industrial,Osasco,SP,38895430
ruaxvdenovembro4111|saopaulo|SP,2,3027,Atacado do Vale,"Rua Xv de Novembro, 4111",Jardim,São Paulo,SP,59477890
ruaxvdenovembro4111|saopaulo|SP,2,8612,Centro de Distribuição Sul,"Rua Xv de Novembro, 4111",Vila Nova,São Paulo,SP,61815840
